token	lemma	POS	morph	treated
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
apuia	apoiier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	apuia
.	.	PONfrt	MORPH=empty	.
Ou	où	PROrel	NOMB.=s	Ou
voit	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	voit
Fromont	Fromund	NOMpro	NOMB.=s|GENRE=m|CAS=r	Fromont
,	,	PONfbl	MORPH=empty	,
pas	pas	ADVneg	MORPH=empty	pas
ne	ne1	ADVneg	MORPH=empty	ne
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
salua	salüer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	salua
.	.	PONfrt	MORPH=empty	.
«	«	PONfbl	MORPH=empty	«
Fromonz	Fromund	NOMpro	NOMB.=s|GENRE=m|CAS=n	Fromonz
,	,	PONfbl	MORPH=empty	,
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	dit
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
,	,	PONfbl	MORPH=empty	,
ge	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ge
sui	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sui
de	de	PRE	MORPH=empty	de
ciaus	ciel	PROdem	NOMB.=p|GENRE=m|CAS=r	ciaus
de	de	PRE	MORPH=empty	de
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
.	.	PONfrt	MORPH=empty	.
Gerbers	Girbert	NOMpro	NOMB.=s|GENRE=m|CAS=n	Gerbers
mis	metre2	VERppe	MODE=ind|PERS.=1|NOMB.=s|GENRE=m|CAS=n	mis
sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n	sire
,	,	PONfbl	MORPH=empty	,
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
a	a3	PRE	MORPH=empty	a
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vos
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
envoia	envoiier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	envoia
,	,	PONfbl	MORPH=empty	,
par	par	PRE	MORPH=empty	par
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	moi
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
mande	mander	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	mande
,	,	PONfbl	MORPH=empty	,
nel	ne1+il	ADVneg.PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r	nel
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
celerai	celer1	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	celerai
ja	ja	ADVgen	DEGRE=-	ja
,	,	PONfbl	MORPH=empty	,
que	que4	CONsub	GENRE=n	que
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
envoies	envoiier	VERcjg	MODE=ind|PERS.=2|NOMB.=s	envoies
Foucon	Fouques	NOMpro	NOMB.=s|GENRE=m|CAS=r	Foucon
que	que2	PROrel	NOMB.=s|GENRE=m|CAS=r	que
ge	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ge
voi	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	voi
la	là	ADVgen	NOMB.=s|DEGRE=-	la
et	et	CONcoo	MORPH=empty	et
Rocelin	Rosselin	NOMpro	NOMB.=s|GENRE=m|CAS=r	Rocelin
,	,	PONfbl	MORPH=empty	,
car	car	CONcoo	MORPH=empty	car
amdeus	ambedos	DETcar	NOMB.=p|GENRE=m|CAS=n	amdeus
pris	prendre	NOMcom	NOMB.=p|GENRE=m	pris
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	les
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
.	.	PONfrt	MORPH=empty	.
Et	et	CONcoo	MORPH=empty	Et
s'	se	CONsub	MORPH=empty	s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
nient	nïent	NOMcom	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	nient
,	,	PONfbl	MORPH=empty	,
bien	bien1	ADVgen	DEGRE=p	bien
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
provera	prover	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	provera
en	en1	PRE	MORPH=empty	en
totes	tot	DETind	NOMB.=p|GENRE=f|CAS=r	totes
cors	cors1	NOMcom	NOMB.=s|GENRE=f|CAS=r	cors
,	,	PONfbl	MORPH=empty	,
la	le	DETdef	DEGRE=-	la
on	on	PROind	NOMB.=s|GENRE=n|CAS=n	on
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	les
trovera	trover	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	trovera
,	,	PONfbl	MORPH=empty	,
ou	o3	CONcoo	MORPH=empty	ou
en	en1	PRE	MORPH=empty	en
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
toe	tuen	PROpos	NOMB.=s|GENRE=f|CAS=r	toe
,	,	PONfbl	MORPH=empty	,
se	se	CONsub	PERS.=3|NOMB.=s|CAS=r	se
sauf	sauf	ADJqua	TEMPS=pst|NOMB.=s|DEGRE=p	sauf
conduit	conduit	NOMcom	PERS.=3|NOMB.=s|GENRE=m|CAS=r	conduit
i	i2	PROadv	MORPH=empty	i
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
.	.	PONfrt	MORPH=empty	.
»	»	PONfbl	MORPH=empty	»
Fouqes	Fouques	NOMpro	NOMB.=s|GENRE=m|CAS=r	Fouqes
rougi	rogir	NOMcom	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	rougi
,	,	PONfbl	MORPH=empty	,
Rocelins	Rossillin	NOMpro	NOMB.=s|GENRE=m|CAS=n	Rocelins
embruncha	embronchier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	embruncha
.	.	PONfrt	MORPH=empty	.
Mal	mal1	NOMcom	NOMB.=s|GENRE=m	Mal
soit	estre1	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	soit
de	de	PRE	MORPH=empty	de
cel	cel	PROdem	NOMB.=s|GENRE=m|CAS=r	cel
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
onques	onque	ADVgen	DEGRE=-	onques
mot	mot	NOMcom	NOMB.=s|GENRE=m|CAS=r	mot
sona	soner	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	sona
!	!	PONfrt	MORPH=empty	!
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	Li
viex	vieil	NOMcom	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	viex
Fromonz	Fromund	NOMpro	NOMB.=s|GENRE=m|CAS=n	Fromonz
forment	forment2	ADVgen	DEGRE=-	forment
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
en	en2	PROadv	MORPH=empty	en
aïra	äirier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	aïra
.	.	PONfrt	MORPH=empty	.
«	«	PONfbl	MORPH=empty	«
Par	par	PRE	MORPH=empty	Par
Deu	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r	Deu
!	!	PONfrt	MORPH=empty	!
provos	prevoste	NOMcom	NOMB.=s|GENRE=m|CAS=r	provos
,	,	PONfbl	MORPH=empty	,
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
ça	ça	ADVgen	DEGRE=-	ça
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vos
envoia	envoiier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	envoia
mout	mout	ADVgen	DEGRE=-	mout
belement	belement	ADVgen	DEGRE=s	belement
de	de	PRE	MORPH=empty	de
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vos
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	se
delivra	delivrer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	delivra
!	!	PONfrt	MORPH=empty	!
Se	se	CONsub	MORPH=empty	Se
dont	dont	PROrel	NOMB.=s|CAS=i|DEGRE=-	dont
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vos
vit	vivre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	vit
,	,	PONfbl	MORPH=empty	,
ja	ja	ADVgen	DEGRE=-	ja
mes	mais1	ADVgen	DEGRE=-	mes
ne	ne1	ADVneg	MORPH=empty	ne
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vos
verra	vëoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	verra
,	,	PONfbl	MORPH=empty	,
et	et	CONcoo	MORPH=empty	et
,	,	PONfbl	MORPH=empty	,
s'	se	CONsub	MORPH=empty	s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vos
voit	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	voit
,	,	PONfbl	MORPH=empty	,
ne	ne1	ADVneg	MORPH=empty	ne
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
reconoistra	reconoistre	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	reconoistra
.	.	PONfrt	MORPH=empty	.
Encor	encore	ADVgen	DEGRE=-	Encor
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
menbre	membrer2	VERcjg	MODE=ind|PERS.=3|NOMB.=s	menbre
,	,	PONfbl	MORPH=empty	,
ne	ne1	ADVneg	MORPH=empty	ne
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
oublierai	oblïer	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	oublierai
ja	ja	ADVgen	DEGRE=-	ja
,	,	PONfbl	MORPH=empty	,
d'	de	PRE	MORPH=empty	d
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
guerredon	guerredon	NOMcom	NOMB.=s|GENRE=m|CAS=r	guerredon
que	que2	PROrel	NOMB.=s|GENRE=m|CAS=r	que
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
feïstes	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=2|NOMB.=p	feïstes
ja	ja	ADVgen	DEGRE=-	ja
:	:	PONfbl	MORPH=empty	:
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n	rois
de	de	PRE	MORPH=empty	de
France	France	NOMpro	NOMB.=s|GENRE=f|CAS=r	France
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
cheval	cheval	NOMcom	NOMB.=s|GENRE=m|CAS=r	cheval
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
dona	doner	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	dona
voiant	vëoir	VERppa	GENRE=m|CAS=r	voiant
voz	vostre	DETpos	PERS.=2|NOMB.=p|GENRE=m|CAS=n	voz
oils	ueil	NOMcom	NOMB.=p|GENRE=m|CAS=n	oils
,	,	PONfbl	MORPH=empty	,
.C.	100	DETcar	NOMB.=p|GENRE=f|CAS=r	.C.
livres	livre3	NOMcom	NOMB.=p|GENRE=f|CAS=r	livres
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
cousta	costé	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	cousta
;	;	PONfbl	MORPH=empty	;
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vos
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
oceïstes	ocire	VERcjg	MODE=ind|TEMPS=psp|PERS.=2|NOMB.=p	oceïstes
,	,	PONfbl	MORPH=empty	,
q'	que4	CONsub	CAS=n	q
ainc	ainc	ADVgen	DEGRE=-	ainc
ne	ne1	ADVneg	MORPH=empty	ne
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	se
remua	remüer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	remua
.	.	PONfrt	MORPH=empty	.
A	a3	PRE	MORPH=empty	A
Geronvile	Geronville	NOMpro	NOMB.=s|GENRE=f|CAS=r	Geronvile
,	,	PONfbl	MORPH=empty	,
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
pié	pié	NOMcom	NOMB.=s|GENRE=m|CAS=r	pié
dou	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	dou
pont	pont	NOMcom	NOMB.=s|GENRE=m|CAS=r	pont
de	de	PRE	MORPH=empty	de
ça	ça	ADVgen	DEGRE=-	ça
,	,	PONfbl	MORPH=empty	,
uns	un	DETndf	NOMB.=s|GENRE=m|CAS=n	uns
chevaliers	chevalier	NOMcom	NOMB.=s|GENRE=m|CAS=n	chevaliers
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
tel	tel	DETind	NOMB.=s|GENRE=m|CAS=r	tel
cop	coup1	NOMcom	NOMB.=s|GENRE=m|CAS=r	cop
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
i	i2	PROadv	MORPH=empty	i
dona	doner	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	dona
desor	desor	PRE	MORPH=empty	desor
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
heaume	heaume	NOMcom	NOMB.=s|GENRE=m|CAS=r	heaume
que	que4	CONsub	GENRE=m	que
tot	tot	PROind	NOMB.=s|GENRE=m|CAS=r	tot
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
enbarra	regarder	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	enbarra
;	;	PONfbl	MORPH=empty	;
prendre	prendre	VERinf	MORPH=empty	prendre
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
fist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fist
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
col	col	NOMcom	NOMB.=s|GENRE=m|CAS=r	col
de	de	PRE	MORPH=empty	de
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
cheval	cheval	NOMcom	NOMB.=s|GENRE=m|CAS=r	cheval
.	.	PONfrt	MORPH=empty	.
»	»	PONfbl	MORPH=empty	»
Et	et	CONcoo	MORPH=empty	Et
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	dit
Guirrez	Guirres	NOMpro	NOMB.=s|GENRE=m|CAS=n	Guirrez
:	:	PONfbl	MORPH=empty	:
«	«	PONfbl	MORPH=empty	«
Fromont	Fromund	NOMpro	NOMB.=s|GENRE=m|CAS=n	Fromont
,	,	PONfbl	MORPH=empty	,
entendez	entendre	VERcjg	MODE=imp|PERS.=2|NOMB.=p	entendez
ça	ça	ADVgen	DEGRE=-	ça
,	,	PONfbl	MORPH=empty	,
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n	ce
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
mes	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=n	mes
filz	fil2	NOMcom	NOMB.=s|GENRE=m|CAS=n	filz
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
a	a3	PRE	MORPH=empty	a
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vos
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
acointa	acointier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	acointa
,	,	PONfbl	MORPH=empty	,
mort	morir	VERppe	NOMB.=s|GENRE=m|CAS=r	mort
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vos
eüst	avoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	eüst
,	,	PONfbl	MORPH=empty	,
mes	mais1	CONcoo	MORPH=empty	mes
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
espargna	espargnier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	espargna
.	.	PONfrt	MORPH=empty	.
S'	se	CONsub	MORPH=empty	S
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
aaise	aise	NOMcom	NOMB.=s|GENRE=f|CAS=r	aaise
,	,	PONfbl	MORPH=empty	,
encor	encore	ADVgen	DEGRE=-	encor
i	i2	PROadv	MORPH=empty	i
referra	referrer	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	referra
.	.	PONfrt	MORPH=empty	.
.	.	PONfrt	MORPH=empty	.
.	.	PONfrt	MORPH=empty	.
Que	que4	PROrel	NOMB.=s	Que
que	que4	CONsub	NOMB.=s|CAS=r	que
cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n	cil
chante	chanter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	chante
de	de	PRE	MORPH=empty	de
Fromont	Fromund	NOMpro	NOMB.=s|GENRE=m|CAS=r	Fromont
,	,	PONfbl	MORPH=empty	,
ez	ez	ADVgen	MORPH=empty	ez
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
vallet	vaslet	NOMcom	NOMB.=s|GENRE=m|CAS=r	vallet
contremont	contremont	PRE	DEGRE=-	contremont
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
degré	degré	NOMcom	NOMB.=s|GENRE=m|CAS=r	degré
,	,	PONfbl	MORPH=empty	,
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
ostel	ostel	NOMcom	NOMB.=s|GENRE=m|CAS=r	ostel
pris	prendre	VERppe	NOMB.=s|GENRE=m|CAS=r	pris
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
gentil	gentil	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	gentil
chevalier	chevalier	NOMcom	NOMB.=s|GENRE=m|CAS=r	chevalier
de	de	PRE	MORPH=empty	de
pris	pris1	NOMcom	NOMB.=s|GENRE=m|CAS=r	pris
,	,	PONfbl	MORPH=empty	,
ou	o3	CONcoo	CAS=r	ou
plus	plus	ADVgen	DEGRE=-	plus
bel	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	bel
de	de	PRE	MORPH=empty	de
tot	tot	DETind	NOMB.=s|GENRE=m|CAS=r	tot
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
marchié	marchié	NOMcom	NOMB.=s|GENRE=m|CAS=r	marchié
(	(	PONfbl	MORPH=empty	(
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	avoit
bien	bien1	ADVgen	DEGRE=p	bien
enchargié	enchargier	VERppe	NOMB.=s|GENRE=m|CAS=r	enchargié
)	)	PONfbl	MORPH=empty	)
,	,	PONfbl	MORPH=empty	,
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
grant	grant	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	grant
pignon	peignon	NOMcom	NOMB.=s|GENRE=m|CAS=r	pignon
plain	plein	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	plain
de	de	PRE	MORPH=empty	de
fenestres	fenestre	NOMcom	NOMB.=p|GENRE=f|CAS=r	fenestres
.	.	PONfrt	MORPH=empty	.
Le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	Le
biau	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	biau
solier	solier	NOMcom	NOMB.=s|GENRE=m|CAS=r	solier
o	o4	PROrel	MORPH=empty	o
toz	tot	DETind	NOMB.=p|GENRE=m|CAS=r	toz
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	les
estres	estre3	NOMcom	NOMB.=p|GENRE=m|CAS=r	estres
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	avoit
fet	faire	VERppe	NOMB.=s|GENRE=m|CAS=r	fet
jonchier	jonchier	VERinf	NOMB.=s	jonchier
de	de	PRE	MORPH=empty	de
verdure	verdor	NOMcom	NOMB.=s|GENRE=f|CAS=r	verdure
.	.	PONfrt	MORPH=empty	.
Et	et	CONcoo	MORPH=empty	Et
cil	cel	PROdem	NOMB.=p|GENRE=m|CAS=n	cil
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sont
si	si	ADVgen	DEGRE=-	si
grant	grant	ADJqua	NOMB.=p|GENRE=f|CAS=n|DEGRE=p	grant
aleüre	alëure	NOMcom	NOMB.=p|GENRE=f|CAS=n	aleüre
venu	venir	VERppe	NOMB.=p|GENRE=m|CAS=n	venu
aprés	après	ADVgen	DEGRE=-	aprés
qu'	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n	il
i	i2	PROadv	MORPH=empty	i
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sont
ja	ja	ADVgen	DEGRE=-	ja
a	a3	PRE	MORPH=empty	a
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
ostel	ostel	NOMcom	NOMB.=s|GENRE=m|CAS=r	ostel
,	,	PONfbl	MORPH=empty	,
ou	o3	PROrel	NOMB.=s	ou
mout	mout	ADVgen	DEGRE=-	mout
grant	grant	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	grant
rage	rage	NOMcom	NOMB.=s|GENRE=m|CAS=r	rage
a	avoir	PRE	MODE=ind|TEMPS=pst	a
.	.	PONfrt	MORPH=empty	.
Que	que4	PROrel	MORPH=empty	Que
qu'	que4	PROrel	CAS=r	qu
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n	il
descendoient	descendre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p	descendoient
tuit	tot	DETind	NOMB.=p|GENRE=m|CAS=n	tuit
.III.	3	PROcar	NOMB.=p|GENRE=m|CAS=r	.III.
,	,	PONfbl	MORPH=empty	,
ez	ez	ADVgen	MORPH=empty	ez
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
celui	cel	PROdem	NOMB.=s|GENRE=m|CAS=r	celui
devant	devant	PRE	MORPH=empty	devant
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r	roi
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
demande	demander	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	demande
:	:	PONfbl	MORPH=empty	:
«	«	PONfbl	MORPH=empty	«
Qex	quel1	DETint	NOMB.=p|GENRE=f|CAS=r	Qex
noveles	novele	NOMcom	NOMB.=p|GENRE=f|CAS=r	noveles
?	?	PONfrt	MORPH=empty	?
»	»	PONfbl	MORPH=empty	»
Fet	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	Fet
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
vallez	vaslet	NOMcom	NOMB.=s|GENRE=m|CAS=n	vallez
:	:	PONfbl	MORPH=empty	:
«	«	PONfbl	MORPH=empty	«
Bones	bon	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=p	Bones
et	et	CONcoo	MORPH=empty	et
beles	bel1	ADJqua	NOMB.=p|GENRE=f|CAS=n|DEGRE=p	beles
!	!	PONfrt	MORPH=empty	!
-	-	PONfbl	MORPH=empty	-
Trovas	trover	VERcjg	MODE=ind|TEMPS=psp|PERS.=2|NOMB.=s	Trovas
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	tu
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
segnor	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=r	segnor
Guillame	Guillaume	NOMpro	NOMB.=s|GENRE=m|CAS=r	Guillame
?	?	PONfrt	MORPH=empty	?
-	-	PONfbl	MORPH=empty	-
Oïl	öil	ADVgen	DEGRE=-	Oïl
,	,	PONfbl	MORPH=empty	,
par	par	PRE	MORPH=empty	par
covent	covent1	NOMcom	NOMB.=s|GENRE=m|CAS=r	covent
q'	que4	CONsub	NOMB.=s	q
el	en1+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	el
roiaume	roiaume	NOMcom	NOMB.=s|GENRE=m|CAS=r	roiaume
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r	roi
de	de	PRE	MORPH=empty	de
France	France	NOMpro	NOMB.=s|GENRE=f|CAS=r	France
n'	ne1	ADVneg	MORPH=empty	n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
per	per	NOMcom	NOMB.=s|GENRE=m|CAS=r	per
.	.	PONfrt	MORPH=empty	.
-	-	PONfbl	MORPH=empty	-
Hé	e2	INJ	MORPH=empty	Hé
!	!	PONfrt	MORPH=empty	!
Dex	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n	Dex
,	,	PONfbl	MORPH=empty	,
vendra	venir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	vendra
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
souper	soper	NOMcom	NOMB.=s|GENRE=m|CAS=r	souper
?	?	PONfrt	MORPH=empty	?
-	-	PONfbl	MORPH=empty	-
Par	par	PRE	MORPH=empty	Par
foi	foi	NOMcom	NOMB.=s|GENRE=f|CAS=r	foi
,	,	PONfbl	MORPH=empty	,
fet	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fet
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
,	,	PONfbl	MORPH=empty	,
ainc	ainc	ADVgen	DEGRE=-	ainc
n'	ne1	ADVneg	MORPH=empty	n
