token	lemma	POS	morph	treated
se	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	se
requierent	requerre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	requierent
;	;	PONfbl	MORPH=empty	;
Es	en1+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r	Es
visages	visage	NOMcom	NOMB.=p|GENRE=m|CAS=r	visages
grans	grant	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p	grans
cols	coup1	NOMcom	NOMB.=p|GENRE=m|CAS=r	cols
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	se
fie	fïer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fie
?	?	PONfrt	MORPH=empty	?
rent	rendre	VERcjg	MODE=ind|PERS.=3|NOMB.=s	rent
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
se	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	se
donnent	doner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	donnent
molt	mout	ADVgen	DEGRE=-	molt
grans	grant	ADJqua	NOMB.=p|GENRE=f|CAS=n|DEGRE=p	grans
tente	tente2	NOMcom	NOMB.=s|GENRE=f|CAS=r	tente
?	?	PONfrt	MORPH=empty	?
es	en1+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r	es
?	?	PONfrt	MORPH=empty	?
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
entre	entre2	PRE	MODE=ind|TEMPS=pst	entre
-	-	PONfbl	MORPH=empty	-
ij	je	NOMcom	PERS.=1|NOMB.=s|GENRE=m|CAS=r	ij
-	-	PONfbl	MORPH=empty	-
et	et	CONcoo	MORPH=empty	et
sourmonte	sormonter	VERcjg	MODE=ind|NOMB.=s	sourmonte
?	?	PONfrt	MORPH=empty	?
es	en1+le	PRE.DETdef	PERS.=2|NOMB.=p|GENRE=m|CAS=r	es
;	;	PONfbl	MORPH=empty	;
Froiscent	Fronce	ADJqua	TEMPS=pst|NOMB.=p|GENRE=m|CAS=r	Froiscent
hiaumes	heaume	NOMcom	NOMB.=p|GENRE=m|CAS=n	hiaumes
,	,	PONfbl	MORPH=empty	,
haubers	hauberc	NOMcom	NOMB.=p|GENRE=m|CAS=r	haubers
desmaillent	desmaillier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	desmaillent
,	,	PONfbl	MORPH=empty	,
Pes	pas	NOMcom	CAS=r	Pes
puins	poing	ADJqua	NOMB.=p|GENRE=m|CAS=r	puins
,	,	PONfbl	MORPH=empty	,
des	de+le	PRE.DETdef	NOMB.=p|GENRE=f|CAS=r	des
espe	espee	NOMcom	NOMB.=s|GENRE=f|CAS=r	espe
?	?	PONfrt	MORPH=empty	?
es	en1+le	ADVgen	GENRE=m|DEGRE=-	es
se	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	se
maillent	maillier1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	maillent
?	?	PONfrt	MORPH=empty	?
Es	en1+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r	Es
visaiges	visage	NOMcom	NOMB.=p|GENRE=m|CAS=r	visaiges
et	et	CONcoo	MORPH=empty	et
e	et	CONcoo	MORPH=empty	e
?	?	PONfrt	MORPH=empty	?
s	son4	DETpos	MORPH=empty	s
maisieles	maisonel	NOMcom	NOMB.=s|GENRE=f|CAS=r	maisieles
.	.	PONfrt	MORPH=empty	.
Aussi	aussi	ADVgen	DEGRE=-	Aussi
comme	come1	CONsub	MORPH=empty	comme
sour	sor2	PRE	MORPH=empty	sour
,	,	PONfbl	MORPH=empty	,
ij	je	NOMcom	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ij
.	.	PONfrt	MORPH=empty	.
aisieles	aissele2	NOMcom	NOMB.=p|GENRE=f|CAS=r	aisieles
?	?	PONfrt	MORPH=empty	?
Sonnent	soner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	Sonnent
lor	lor2	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=n	lor
cop	coup1	NOMcom	NOMB.=s|GENRE=m|CAS=r	cop
,	,	PONfbl	MORPH=empty	,
quant	cant1	CONsub	MORPH=empty	quant
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n	il
s’	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
ataingnent	ataindre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	ataingnent
.	.	PONfrt	MORPH=empty	.
De	de	PRE	MORPH=empty	De
sanc	sanc	NOMcom	NOMB.=s|GENRE=m|CAS=r	sanc
et	et	CONcoo	MORPH=empty	et
de	de	PRE	MORPH=empty	de
suour	süorre	NOMcom	NOMB.=s|GENRE=f|CAS=r	suour
se	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	se
taignent	tenir1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	taignent
Si	si	ADVgen	DEGRE=-	Si
que	que4	CONsub	MORPH=empty	que
lor	lor2	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n	lor
ve	vëer	VERcjg	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ve
?	?	PONfrt	MORPH=empty	?
ue	je	CONcoo	PERS.=3|NOMB.=s|CAS=n	ue
en	en1	PRE	MORPH=empty	en
oscure	oscur	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	oscure
;	;	PONfbl	MORPH=empty	;
Nampourquant	neporcant	ADVgen	NOMB.=s|GENRE=m	Nampourquant
n’	ne1	ADVneg	MORPH=empty	n
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	ont
de	de	PRE	MORPH=empty	de
repos	repos	NOMcom	NOMB.=s|GENRE=m|CAS=r	repos
cure	cure	NOMcom	NOMB.=s|GENRE=f|CAS=r	cure
,	,	PONfbl	MORPH=empty	,
Ains	ainz	ADVgen	DEGRE=-	Ains
boute	boter1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s|GENRE=f	boute
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
uns	un	PROind	NOMB.=s|GENRE=m|CAS=n	uns
l’	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
autre	autre	PROind	PERS.=3|NOMB.=s|GENRE=m|CAS=r	autre
et	et	CONcoo	MORPH=empty	et
sache	savoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	sache
,	,	PONfbl	MORPH=empty	,
Ne	ne2	CONcoo	MORPH=empty	Ne
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
n’	ne1	ADVneg	MORPH=empty	n
i	i2	PROadv	MORPH=empty	i
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
chelui	cel	PROdem	NOMB.=s|GENRE=m|CAS=r	chelui
Li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	Li
sache	savoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	sache
Ri	Ri	NOMpro	NOMB.=s|CAS=r	Ri
en	en2	PROadv	MORPH=empty	en
ait	avoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	ait
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
miex	mieus	ADVgen	GENRE=m|CAS=r|DEGRE=c	miex
ne	ne2	CONcoo	MORPH=empty	ne
le	le	PROper	NOMB.=s|GENRE=m|CAS=r	le
pis	pis1	NOMcom	MODE=ind|NOMB.=s|CAS=r	pis
.	.	PONfrt	MORPH=empty	.
A	a3	PRE	MORPH=empty	A
droite	droit	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	droite
,	,	PONfbl	MORPH=empty	,
jouste	joster	NOMcom	NOMB.=s|GENRE=f|CAS=r	jouste
en	en1	PRE	MORPH=empty	en
mi	mi2	NOMcom	NOMB.=s|GENRE=m|CAS=r	mi
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
pis	piz	NOMcom	NOMB.=s|GENRE=m|CAS=r	pis
,	,	PONfbl	MORPH=empty	,
S’	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	S
entrefie	entreferir	VERcjg	MODE=ind|TEMPS=pst|NOMB.=s	entrefie
?	?	PONfrt	MORPH=empty	?
rent	rendre	VERcjg	MODE=ind|PERS.=2|NOMB.=s	rent
des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r	des
brans	brant1	NOMcom	NOMB.=p|GENRE=m|CAS=r	brans
agus	agu	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p	agus
.	.	PONfrt	MORPH=empty	.
Onques	onque	ADVgen	DEGRE=-	Onques
Rollans	Rollant	NOMpro	NOMB.=s|GENRE=m|CAS=n	Rollans
ne	ne2	CONcoo	MORPH=empty	ne
Fernagus	Fernagu	NOMpro	NOMB.=s|GENRE=m|CAS=n	Fernagus
Ne	ne1	ADVneg	MORPH=empty	Ne
se	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	se
rendirent	rendre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p	rendirent
tel	tel	DETind	NOMB.=s|GENRE=f|CAS=r	tel
mesle	mesler	NOMcom	NOMB.=s|GENRE=f|CAS=r	mesle
?	?	PONfrt	MORPH=empty	?
ei	avoir	VERcjg	NOMB.=s	ei
.	.	PONfrt	MORPH=empty	.
Sans	sanc	NOMcom	GENRE=m|CAS=n	Sans
et	et	CONcoo	MORPH=empty	et
suours	süorre	NOMcom	NOMB.=s|GENRE=f|CAS=n	suours
lor	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i	lor
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
mesle	mesler	VERppe	NOMB.=s|GENRE=m|CAS=n	mesle
?	?	PONfrt	MORPH=empty	?
e	et	CONcoo	MORPH=empty	e
Es	en1+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r	Es
iex	ueil	NOMcom	NOMB.=p|GENRE=m|CAS=r	iex
,	,	PONfbl	MORPH=empty	,
si	si	ADVgen	DEGRE=-	si
que	que4	CONsub	MORPH=empty	que
goute	gote	NOMcom	NOMB.=p|GENRE=f	goute
ne	ne1	ADVneg	MORPH=empty	ne
voient	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	voient
Ne	ne2	CONcoo	MORPH=empty	Ne
ou	o3	PRE.DETdef	NOMB.=s|GENRE=m	ou
?	?	PONfrt	MORPH=empty	?
trouver	trover	VERinf	MORPH=empty	trouver
ne	ne1	ADVneg	MORPH=empty	ne
se	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	se
savoient	savoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p	savoient
;	;	PONfbl	MORPH=empty	;
Mais	mais1	ADVgen	MORPH=empty	Mais
quant	cant1	CONsub	MORPH=empty	quant
l’	le	DETdef	NOMB.=s|GENRE=m|CAS=n	l
uns	un	PROind	NOMB.=s|GENRE=m|CAS=n	uns
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
l’	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
autre	autre	PROind	NOMB.=s|GENRE=m|CAS=r	autre
ataster	atatre	VERinf	MORPH=empty	ataster
,	,	PONfbl	MORPH=empty	,
De	de	PRE	MORPH=empty	De
fe	fe1	NOMcom	NOMB.=s|GENRE=m|CAS=r	fe
?	?	PONfrt	MORPH=empty	?
rir	rire	VERinf	NOMB.=s|GENRE=m	rir
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	se
velt	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	velt
molt	mout	ADVgen	DEGRE=-	molt
hastera	haster	VERcjg	MODE=ind|TEMPS=fut|NOMB.=s	hastera
;	;	PONfbl	MORPH=empty	;
As	a3+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r	As
brans	brant1	NOMcom	NOMB.=p|GENRE=m|CAS=r	brans
se	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	se
prendent	prendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	prendent
de	de	PRE	MORPH=empty	de
rechie	rechief	NOMcom	NOMB.=s|GENRE=f|CAS=r	rechie
?	?	PONfrt	MORPH=empty	?
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
hurte	hurter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	hurte
l’	le	DETdef	NOMB.=s|GENRE=m|CAS=n	l
uns	un	PROind	NOMB.=s|GENRE=m|CAS=n	uns
l’	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
autre	autre	PROind	NOMB.=s|GENRE=m|CAS=r	autre
dou	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	dou
chief	chief1	NOMcom	NOMB.=s|GENRE=m|CAS=r	chief
,	,	PONfbl	MORPH=empty	,
Si	si	ADVgen	DEGRE=-	Si
que	que4	CONsub	MORPH=empty	que
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n	li
oel	ueil	NOMcom	NOMB.=p|GENRE=m|CAS=n	oel
lor	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i	lor
estincielent	estenceler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	estincielent
.	.	PONfrt	MORPH=empty	.
Pour	por2	PRE	MORPH=empty	Pour
chair	chëoir	VERinf	MORPH=empty	chair
molt	mout	ADVgen	DEGRE=-	molt
souvent	sovent	ADVgen	DEGRE=-	souvent
canchielent	chanceler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	canchielent
;	;	PONfbl	MORPH=empty	;
Mais	mais1	CONcoo	MORPH=empty	Mais
l’	le	DETdef	NOMB.=s|GENRE=m|CAS=n	l
uns	un	PROind	NOMB.=s|GENRE=m|CAS=n	uns
a	avoir	PRE	MODE=ind|TEMPS=pst	a
?	?	PONfrt	MORPH=empty	?
l’	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
autre	autre	PROind	NOMB.=s|GENRE=m|CAS=n	autre
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	se
soustient	sostenir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	soustient
;	;	PONfbl	MORPH=empty	;
Ensi	ainsi	ADVgen	DEGRE=-	Ensi
longhement	longement	ADVgen	DEGRE=p	longhement
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	se
retient	retenir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	retient
;	;	PONfbl	MORPH=empty	;
Mais	mais1	CONcoo	MORPH=empty	Mais
tant	tant	ADVgen	DEGRE=-	tant
se	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	se
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sont
entrehurte	entrehurter	VERppe	NOMB.=p|GENRE=f|CAS=n	entrehurte
?	?	PONfrt	MORPH=empty	?
,	,	PONfbl	MORPH=empty	,
Enpaint	empeindre1	VERcjg	NOMB.=s	Enpaint
et	et	CONcoo	MORPH=empty	et
sachie	savoir	VERppe	MODE=imp|PERS.=3|NOMB.=s|CAS=r	sachie
?	?	PONfrt	MORPH=empty	?
et	et	CONcoo	MORPH=empty	et
boute	boter1	VERcjg	NOMB.=s|GENRE=f|CAS=r	boute
?	?	PONfrt	MORPH=empty	?
,	,	PONfbl	MORPH=empty	,
Que	que4	CONsub	MORPH=empty	Que
pour	por2	PRE	MORPH=empty	pour
-	-	PONfbl	MORPH=empty	-
j	je	PROper	PERS.=1|GENRE=m|CAS=n	j
-	-	PONfbl	MORPH=empty	-
poi	poi	ADVgen	NOMB.=s	poi
ne	ne1	ADVneg	MORPH=empty	ne
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sont
estaint	esteindre	VERppe	NOMB.=s|GENRE=m|CAS=n	estaint
.	.	PONfrt	MORPH=empty	.
Tant	tant	ADVgen	DEGRE=-	Tant
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sont
formene	forment2	NOMcom	NOMB.=p|GENRE=m|CAS=n|DEGRE=p	formene
?	?	PONfrt	MORPH=empty	?
et	et	CONcoo	MORPH=empty	et
ataint	ataindre	VERppe	TEMPS=pst|PERS.=3|NOMB.=s	ataint
R'	or4	ADVgen	MORPH=empty	R
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n	il
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sont
a	a3	PRE	MORPH=empty	a
?	?	PONfrt	MORPH=empty	?
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r	terre
che	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	che
?	?	PONfrt	MORPH=empty	?
u	o3	CONcoo	MORPH=empty	u
;	;	PONfbl	MORPH=empty	;
Mais	mais1	CONcoo	MORPH=empty	Mais
Galerant	Galerant	NOMpro	NOMB.=s|GENRE=m|CAS=n	Galerant
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
mesche	meschief	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	mesche
?	?	PONfrt	MORPH=empty	?
u	o3	CONcoo	GENRE=n	u
,	,	PONfbl	MORPH=empty	,
R’	or	ADVgen	MORPH=empty	R
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
chiet	chëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	chiet
desous	desoz	ADVgen	DEGRE=-	desous
et	et	CONcoo	MORPH=empty	et
cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n	cil
deseure	desor	ADVgen	DEGRE=-	deseure
.	.	PONfrt	MORPH=empty	.
A	a3	PRE	MORPH=empty	A
Ge	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	Ge
?	?	PONfrt	MORPH=empty	?
rart	rat1	NOMcom	NOMB.=s|GENRE=m|CAS=n	rart
souvint	sorvenir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	souvint
en	en1	PRE	MORPH=empty	en
cele	cel	DETdem	NOMB.=s|GENRE=f|CAS=r	cele
eure	ore3	NOMcom	NOMB.=s|GENRE=f|CAS=r	eure
De	de	PRE	MORPH=empty	De
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
biele	bieille	NOMcom	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	biele
amie	ami	NOMcom	NOMB.=s|GENRE=f|CAS=r	amie
Euriaut	Eureoil	NOMpro	NOMB.=s|GENRE=m	Euriaut
.	.	PONfrt	MORPH=empty	.
Le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	Le
branc	brant1	NOMcom	NOMB.=s|GENRE=m|CAS=r	branc
d’	de	PRE	MORPH=empty	d
achier	acier	NOMcom	GENRE=m|CAS=r	achier
leva	lever	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	leva
en	en1	PRE	MORPH=empty	en
halt	haut	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	halt
,	,	PONfbl	MORPH=empty	,
A	a3	PRE	MORPH=empty	A
chelui	cel	PROdem	NOMB.=s|GENRE=m|CAS=r	chelui
dist	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	dist
:	:	PONfbl	MORPH=empty	:
a	a3	PRE	MORPH=empty	a
Proie	Prion	NOMpro	NOMB.=s|GENRE=f|CAS=r	Proie
merchi	merci	NOMcom	NOMB.=s|GENRE=f|CAS=r	merchi
;	;	PONfbl	MORPH=empty	;
Damages	damage	NOMcom	NOMB.=s|GENRE=m|CAS=n	Damages
ert	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	ert
se	se	CONsub	MORPH=empty	se
jou	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	jou
t'	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	t
ochi	ocire	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s	ochi
.	.	PONfrt	MORPH=empty	.
.	.	PONfrt	MORPH=empty	.
Dist	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	Dist
Galerans	Galerant	NOMpro	NOMB.=s|GENRE=m|CAS=n	Galerans
:	:	PONfbl	MORPH=empty	:
.	.	PONfrt	MORPH=empty	.
Or	or4	ADVgen	DEGRE=-	Or
oi	öir	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s	oi
folie	folie2	NOMcom	NOMB.=s|GENRE=f|CAS=r	folie
:	:	PONfbl	MORPH=empty	:
Ne	ne1	ADVneg	MORPH=empty	Ne
m’	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
as	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s	as
pas	pas	ADVneg	MORPH=empty	pas
si	si	ADVgen	DEGRE=-	si
en	en1	PRE	MORPH=empty	en
ta	ton4	DETpos	PERS.=2|NOMB.=s|GENRE=f|CAS=r	ta
baillie	baillie	NOMcom	NOMB.=s|GENRE=f|CAS=r	baillie
Com	come1	CONsub	MORPH=empty	Com
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	tu
cuides	cuidier1	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s	cuides
,	,	PONfbl	MORPH=empty	,
se	se	CONsub	MORPH=empty	se
Dex	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n	Dex
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
saut	sauver	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	saut
;	;	PONfbl	MORPH=empty	;
Ains	ainz	ADVgen	DEGRE=-	Ains
te	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=i	te
livrerai	livrer	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	livrerai
grant	grant	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	grant
asaut	assaut	NOMcom	NOMB.=s|GENRE=m	asaut
.	.	PONfrt	MORPH=empty	.
.	.	PONfrt	MORPH=empty	.
Dist	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	Dist
Ge	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	Ge
?	?	PONfrt	MORPH=empty	?
rars	ras3	NOMcom	NOMB.=s|GENRE=m|CAS=n	rars
:	:	PONfbl	MORPH=empty	:
.	.	PONfrt	MORPH=empty	.
Dont	dont	ADVgen	DEGRE=-	Dont
ert	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	ert
chou	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n	chou
merveille	merveille	NOMcom	NOMB.=s|GENRE=f|CAS=n	merveille
.	.	PONfrt	MORPH=empty	.
L'	le	DETdef	NOMB.=s|GENRE=f|CAS=r	L
espe	espee	NOMcom	NOMB.=s|GENRE=f|CAS=n	espe
?	?	PONfrt	MORPH=empty	?
e	et	CONcoo	MORPH=empty	e
tint	tenir1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	tint
de	de	PRE	MORPH=empty	de
sanc	sanc	NOMcom	NOMB.=s|GENRE=m|CAS=r	sanc
vermeille	vermeil1	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	vermeille
,	,	PONfbl	MORPH=empty	,
Les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	Les
las	las	NOMcom	NOMB.=p|GENRE=m|CAS=r|DEGRE=p	las
de	de	PRE	MORPH=empty	de
soie	soie2	NOMcom	NOMB.=s|GENRE=f|CAS=r	soie
a	a3	PRE	MODE=ind|TEMPS=pst	a
?	?	PONfrt	MORPH=empty	?
or	or1	ADVgen	DEGRE=-	or
trechie	trenchier1	VERppe	MODE=imp|TEMPS=pst|PERS.=3|NOMB.=s	trechie
?	?	PONfrt	MORPH=empty	?
s	si	ADVgen	MORPH=empty	s
Li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	Li
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
tout	tot	ADVgen	CAS=r|DEGRE=-	tout
maintenant	maintenant	ADVgen	DEGRE=-	maintenant
trenchie	trenchier1	VERppe	NOMB.=s|GENRE=f|CAS=r	trenchie
?	?	PONfrt	MORPH=empty	?
s	sou	NOMcom	MORPH=empty	s
,	,	PONfbl	MORPH=empty	,
De	de	PRE	MORPH=empty	De
?	?	PONfrt	MORPH=empty	?
sarme	serme2	NOMcom	NOMB.=s|GENRE=m|CAS=r	sarme
?	?	PONfrt	MORPH=empty	?
e	et	CONcoo	MORPH=empty	e
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
a	avoir	VERcjg	TEMPS=pst|PERS.=3|NOMB.=s	a
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
fache	face	NOMcom	NOMB.=s|GENRE=f|CAS=r	fache
.	.	PONfrt	MORPH=empty	.
Galerans	Galerant	NOMpro	NOMB.=s|GENRE=m|CAS=n	Galerans
ne	ne1	ADVneg	MORPH=empty	ne
set	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	set
que	que2	CONsub	NOMB.=s|GENRE=n	que
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
fache	faire	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	fache
,	,	PONfbl	MORPH=empty	,
Bien	bien1	ADVgen	DEGRE=p	Bien
voit	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	voit
defois	defois	NOMcom	NOMB.=s|GENRE=m|CAS=r	defois
n’	ne1	ADVneg	MORPH=empty	n
i	i2	PROadv	MORPH=empty	i
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
mestier	mestier	NOMcom	NOMB.=s|GENRE=m|CAS=r	mestier
,	,	PONfbl	MORPH=empty	,
Tant	tant	ADVgen	DEGRE=-	Tant
sache	savoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	sache
estordre	estordre	VERinf	MORPH=empty	estordre
ne	ne2	CONcoo	MORPH=empty	ne
luitier	luitier	VERinf	NOMB.=s|CAS=r	luitier
,	,	PONfbl	MORPH=empty	,
Que	que4	CONsub	MORPH=empty	Que
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
se	soi1	PROper	PERS.=3|GENRE=m|CAS=r	se
pe	pöoir	VERcjg	MORPH=empty	pe
?	?	PONfrt	MORPH=empty	?
ust	öir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	ust
remouvoir	removoir	VERinf	MORPH=empty	remouvoir
.	.	PONfrt	MORPH=empty	.
Dist	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	Dist
Ge	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	Ge
?	?	PONfrt	MORPH=empty	?
rars	ras3	NOMcom	NOMB.=s|GENRE=m|CAS=n	rars
