token	lemma	POS	morph	treated
n'	ne1	ADVneg	MORPH=empty	n
en	en2	PROadv	MORPH=empty	en
suis	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	suis
mie	mie	ADVneg	MORPH=empty	mie
trop	trop	ADVgen	DEGRE=-	trop
jalouse	jalos	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	jalouse
,	,	PONfbl	MORPH=empty	,
Car	car	CONcoo	MORPH=empty	Car
de	de	PRE	MORPH=empty	de
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	luy
suis	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	suis
seüre	sëur2	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	seüre
et	et	CONcoo	MORPH=empty	et
fie	fief	ADJqua	NOMB.=s|GENRE=f|CAS=n	fie
:	:	PONfbl	MORPH=empty	:
Amours	amor	NOMcom	NOMB.=s|GENRE=f|CAS=n	Amours
bonnement	bonement	ADVgen	DEGRE=p	bonnement
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
en	en2	PROadv	MORPH=empty	en
affie	afïer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	affie
,	,	PONfbl	MORPH=empty	,
N'	ne2	CONcoo	MORPH=empty	N
autre	autre	DETind	NOMB.=s|GENRE=f|CAS=r	autre
preuve	prover	NOMcom	NOMB.=s|GENRE=m|CAS=r	preuve
ne	ne1	ADVneg	MORPH=empty	ne
vueil	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	vueil
avoir	avoir	VERinf	MORPH=empty	avoir
,	,	PONfbl	MORPH=empty	,
Ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	Ce
sachez	savoir	VERcjg	MODE=imp|PERS.=2|NOMB.=s	sachez
,	,	PONfbl	MORPH=empty	,
biau	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	biau
parrain	parrain	NOMcom	NOMB.=s|GENRE=m|CAS=r	parrain
,	,	PONfbl	MORPH=empty	,
de	de	PRE	MORPH=empty	de
voir	voir	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	voir
;	;	PONfbl	MORPH=empty	;
Car	car	CONcoo	MORPH=empty	Car
moy	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	moy
meïsmes	mëisme	ADJind	NOMB.=s|GENRE=m|CAS=r	meïsmes
ay	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	ay
apris	aprendre	VERppe	NOMB.=s|GENRE=m|CAS=r	apris
Que	que4	CONsub	MORPH=empty	Que
cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n	cil
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
doulcement	doucement	ADVgen	DEGRE=p	doulcement
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
pris	prendre	VERppe	NOMB.=s|GENRE=m|CAS=n	pris
Aux	a3+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r	Aux
laz	laz1	NOMcom	NOMB.=p|GENRE=m|CAS=r	laz
d'	de	PRE	MORPH=empty	d
amours	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r	amours
et	et	CONcoo	MORPH=empty	et
a	a3	PRE	MORPH=empty	a
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
aign	amer1	NOMcom	NOMB.=s|GENRE=m|CAS=r	aign
Voulentiers	volentiers	ADVgen	DEGRE=-	Voulentiers
revient	revenir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	revient
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
reclain	reclaim	NOMcom	NOMB.=s|GENRE=m|CAS=r	reclain
.	.	PONfrt	MORPH=empty	.
»	»	PONfbl	MORPH=empty	»
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	Li
prodom	pro	NOMcom	NOMB.=s|GENRE=m|CAS=n	prodom
,	,	PONfbl	MORPH=empty	,
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
tant	tant	ADVgen	DEGRE=-	tant
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
pleuré	plorer	VERppe	NOMB.=s|GENRE=m|CAS=r	pleuré
,	,	PONfbl	MORPH=empty	,
En	en2	PROadv	MORPH=empty	En
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
Damedieu	Damnedeu	NOMpro	NOMB.=s|GENRE=m|CAS=r	Damedieu
aouré	aorer2	VERppe	NOMB.=s|GENRE=m|CAS=r	aouré
,	,	PONfbl	MORPH=empty	,
Quant	cant1	CONsub	MORPH=empty	Quant
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=n	sa
fillole	fille	NOMcom	NOMB.=s|GENRE=f|CAS=n	fillole
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
asseüre	assëurer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	asseüre
Qu'	que4	CONsub	MORPH=empty	Qu
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	elle
n'	ne1	ADVneg	MORPH=empty	n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
de	de	PRE	MORPH=empty	de
follie	folie2	NOMcom	NOMB.=s|GENRE=f|CAS=r	follie
cure	cure	NOMcom	NOMB.=s|GENRE=f|CAS=r	cure
Ne	ne2	CONcoo	MORPH=empty	Ne
de	de	PRE	MORPH=empty	de
soy	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	soy
tourner	torner	VERinf	MORPH=empty	tourner
a	a3	PRE	MODE=ind|PERS.=3	a
hontaige	hontage	NOMcom	NOMB.=s|GENRE=m|CAS=r	hontaige
;	;	PONfbl	MORPH=empty	;
La	le	DETdef	NOMB.=s|GENRE=f|CAS=r	La
nature	nature	NOMcom	NOMB.=s|GENRE=f|CAS=r	nature
de	de	PRE	MORPH=empty	de
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
linaige	lignage	NOMcom	NOMB.=s|GENRE=m|CAS=r	linaige
,	,	PONfbl	MORPH=empty	,
Quel	quel1	PROrel	NOMB.=s|GENRE=m|CAS=r	Quel
qu'	que2	PROrel	NOMB.=s|CAS=r	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
soit	estre1	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	soit
,	,	PONfbl	MORPH=empty	,
cougnoist	conoistre	VERcjg	MODE=sub|PERS.=3|NOMB.=s	cougnoist
a	a3	PRE	MORPH=empty	a
ses	son4	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r	ses
diz	dit	NOMcom	NOMB.=p|GENRE=m|CAS=r	diz
,	,	PONfbl	MORPH=empty	,
Quant	cant1	CONsub	MORPH=empty	Quant
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	elle
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
villains	vilain	NOMcom	NOMB.=s|GENRE=m|CAS=r	villains
contrediz	contredire	VERppe	NOMB.=s|CAS=r	contrediz
Les	le	DETdef	NOMB.=p|GENRE=f|CAS=r	Les
quelx	quel1	PROrel	NOMB.=p|GENRE=f|CAS=r	quelx
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	elle
ne	ne1	ADVneg	MORPH=empty	ne
veult	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	veult
amer	amer1	VERinf	MORPH=empty	amer
.	.	PONfrt	MORPH=empty	.
Mes	mais1	CONcoo	MORPH=empty	Mes
de	de	PRE	MORPH=empty	de
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
amer	amer1	VERinf	MORPH=empty	amer
,	,	PONfbl	MORPH=empty	,
N'	ne1	CONcoo	MORPH=empty	N
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
ne	ne1	ADVneg	MORPH=empty	ne
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
en	en2	PROadv	MORPH=empty	en
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
avoir	avoir	VERinf	MORPH=empty	avoir
seür	sëur2	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	seür
Qu'	que4	CONsub	MORPH=empty	Qu
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	elle
ja	ja	ADVgen	DEGRE=-	ja
puisse	pöoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	puisse
avoir	avoir	VERinf	MORPH=empty	avoir
l'	le	DETdef	NOMB.=s|GENRE=f|CAS=r	l
eür	ëur	NOMcom	NOMB.=s|GENRE=f|CAS=r	eür
Que	que4	PROrel	CAS=r	Que
Galeren	Galeran	NOMpro	NOMB.=s|GENRE=m|CAS=n	Galeren
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	la
voulsist	voloir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	voulsist
prendre	prendre	VERinf	MORPH=empty	prendre
;	;	PONfbl	MORPH=empty	;
Car	car	CONcoo	MORPH=empty	Car
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
ne	ne1	ADVneg	MORPH=empty	ne
vouldroit	voloir	VERcjg	MODE=con|PERS.=3|NOMB.=s	vouldroit
si	si	ADVgen	DEGRE=-	si
bas	bas	ADVgen	DEGRE=-	bas
tendre	tendre1	ADJqua	DEGRE=p	tendre
,	,	PONfbl	MORPH=empty	,
Ou	o3	CONcoo	MORPH=empty	Ou
ses	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=n	ses
peres	pere	NOMcom	NOMB.=s|GENRE=m|CAS=n	peres
ne	ne1	ADVneg	MORPH=empty	ne
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
lairoit	laissier	VERcjg	MODE=con|PERS.=3|NOMB.=s	lairoit
.	.	PONfrt	MORPH=empty	.
«	«	PONfbl	MORPH=empty	«
Fille	fille	NOMcom	NOMB.=s|GENRE=f|CAS=n	Fille
,	,	PONfbl	MORPH=empty	,
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fait
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
,	,	PONfbl	MORPH=empty	,
comment	coment1	ADVint	MORPH=empty	comment
pourroit	pöoir	VERcjg	MODE=con|PERS.=3|NOMB.=s	pourroit
Avenir	avenir	VERinf	MORPH=empty	Avenir
ja	ja	ADVgen	DEGRE=-	ja
ceste	cest	DETdem	NOMB.=s|GENRE=f|CAS=r	ceste
assemblee	assemblee	NOMcom	NOMB.=s|GENRE=f|CAS=n	assemblee
,	,	PONfbl	MORPH=empty	,
S'	se	CONsub	MORPH=empty	S
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	elle
n'	ne1	ADVneg	MORPH=empty	n
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	estoit
faicte	faire	VERppe	NOMB.=s|GENRE=f|CAS=n	faicte
en	en1	PRE	MORPH=empty	en
emblee	emblee	NOMcom	NOMB.=s|GENRE=f|CAS=r	emblee
,	,	PONfbl	MORPH=empty	,
Du	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	Du
filz	fil2	NOMcom	NOMB.=s|GENRE=m|CAS=r	filz
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
conte	conte1	NOMcom	NOMB.=s|GENRE=m|CAS=r	conte
de	de	PRE	MORPH=empty	de
Bretaigne	Bretaigne	NOMpro	NOMB.=s|GENRE=f|CAS=r	Bretaigne
,	,	PONfbl	MORPH=empty	,
Que	que4	CONsub	MORPH=empty	Que
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
ja	ja	ADVgen	DEGRE=-	ja
a	a3	PRE	NOMB.=s	a
femme	feme	NOMcom	NOMB.=s|GENRE=f|CAS=r	femme
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vous
praigne	prendre	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	praigne
?	?	PONfrt	MORPH=empty	?
Ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n	Ce
ne	ne1	ADVneg	MORPH=empty	ne
pourroit	pöoir	VERcjg	MODE=con|PERS.=3|NOMB.=s	pourroit
avenir	avenir	VERinf	MORPH=empty	avenir
mie	mie	ADVneg	MORPH=empty	mie
:	:	PONfbl	MORPH=empty	:
Tenir	tenir1	VERinf	MORPH=empty	Tenir
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vous
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
bien	bien1	ADVgen	DEGRE=p	bien
a	a3	PRE	MORPH=empty	a
amie	ami	NOMcom	NOMB.=s|GENRE=f|CAS=r	amie
;	;	PONfbl	MORPH=empty	;
Mais	mais1	CONcoo	MORPH=empty	Mais
j'	je	PROper	PERS.=1|NOMB.=s|CAS=n	j
ay	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	ay
paour	pëor	NOMcom	NOMB.=s|GENRE=f|CAS=r	paour
qu'	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
ne	ne1	ADVneg	MORPH=empty	ne
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vous
mente	mentir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	mente
;	;	PONfbl	MORPH=empty	;
Si	si	ADVgen	DEGRE=-	Si
vaulroit	valoir	VERcjg	MODE=con|PERS.=3|NOMB.=s	vaulroit
mieulx	mieus	ADVgen	DEGRE=c	mieulx
que	que1	CONsub	MORPH=empty	que
vostre	vostre	DETpos	PERS.=2|NOMB.=s|GENRE=f|CAS=r	vostre
entente	entente	NOMcom	NOMB.=s|GENRE=f|CAS=n	entente
Meïssiez	metre2	VERcjg	MODE=sub|PERS.=2|NOMB.=p|CAS=n	Meïssiez
en	en1	PRE	MORPH=empty	en
voustre	vostre	DETpos	PERS.=2|NOMB.=s|GENRE=m|CAS=r	voustre
pareil	pareil	NOMcom	NOMB.=s|GENRE=m|CAS=r	pareil
.	.	PONfrt	MORPH=empty	.
Non	non	ADVneg	MORPH=empty	Non
pourquant	por2+cant2	ADVgen	MORPH=empty	pourquant
moy	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	moy
et	et	CONcoo	MORPH=empty	et
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
conseil	conseil	NOMcom	NOMB.=s|GENRE=m|CAS=r	conseil
Vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	Vous
en	en2	PROadv	MORPH=empty	en
abandons	abandoner	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	abandons
et	et	CONcoo	MORPH=empty	et
octroy	otroiier	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	octroy
;	;	PONfbl	MORPH=empty	;
Si	si	ADVgen	DEGRE=-	Si
ne	ne1	ADVneg	MORPH=empty	ne
savra	savoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	savra
nulz	nul	PROind	NOMB.=s|GENRE=m|CAS=r	nulz
que	que4	CONsub	MORPH=empty	que
nous	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n	nous
troy	trois	PROcar	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p|CAS=r	troy
,	,	PONfbl	MORPH=empty	,
La	le	DETdef	NOMB.=s|GENRE=f|CAS=r	La
prieure	priiere	NOMcom	NOMB.=s|GENRE=f|CAS=r	prieure
,	,	PONfbl	MORPH=empty	,
vostre	vostre	DETpos	PERS.=2|NOMB.=s|GENRE=f|CAS=r	vostre
marrine	marine	NOMcom	NOMB.=s|GENRE=f|CAS=r	marrine
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
,	,	PONfbl	MORPH=empty	,
et	et	CONcoo	MORPH=empty	et
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vous
,	,	PONfbl	MORPH=empty	,
tout	tot	DETind	NOMB.=s|GENRE=m|CAS=r	tout
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
convine	covine	NOMcom	NOMB.=s|GENRE=m|CAS=r	convine
,	,	PONfbl	MORPH=empty	,
(	(	PONfbl	MORPH=empty	(
Or	or4	ADVgen	DEGRE=-	Or
y	i2	PROadv	MORPH=empty	y
perra	perdre	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	perra
du	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	du
bien	bien1	ADVgen	NOMB.=s|DEGRE=p	bien
celer	celer1	VERinf	MORPH=empty	celer
)	)	PONfbl	MORPH=empty	)
,	,	PONfbl	MORPH=empty	,
Car	car	ADVgen	MORPH=empty	Car
j'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	j
en	en2	PROadv	MORPH=empty	en
vourray	voloir	VERcjg	MODE=con|TEMPS=fut|PERS.=1|NOMB.=s	vourray
a	a3	PRE	MORPH=empty	a
li	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	li
parler	parler	VERinf	MORPH=empty	parler
;	;	PONfbl	MORPH=empty	;
Qu'	que4	CONsub	MORPH=empty	Qu
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	elle
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=n	ma
seur	sor2	NOMcom	MORPH=empty	seur
,	,	PONfbl	MORPH=empty	,
si	si	ADVgen	DEGRE=-	si
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
aime	amer1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	aime
et	et	CONcoo	MORPH=empty	et
prise	prendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s|CAS=r	prise
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	elle
avra	avoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	avra
toust	tost1	DETind	MORPH=empty	toust
peine	peine	NOMcom	NOMB.=s|GENRE=f|CAS=r	peine
mise	metre2	VERppe	NOMB.=s|GENRE=f|CAS=r	mise
A	a3	PRE	MORPH=empty	A
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vous
conseillier	conseillier1	VERinf	MORPH=empty	conseillier
s'	se	CONsub	MORPH=empty	s
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	elle
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
.	.	PONfrt	MORPH=empty	.
Mais	mais1	CONcoo	MORPH=empty	Mais
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
vourray	voloir	VERcjg	MODE=con|TEMPS=fut|PERS.=1|NOMB.=s	vourray
,	,	PONfbl	MORPH=empty	,
quar	car	CONcoo	MORPH=empty	quar
bien	bien1	ADVgen	DEGRE=p	bien
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
estuet	estovoir1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	estuet
,	,	PONfbl	MORPH=empty	,
A	a3	PRE	MORPH=empty	A
Galeren	Galeran	NOMpro	NOMB.=s|GENRE=m|CAS=r	Galeren
parler	parler	VERinf	MORPH=empty	parler
ainçoys	ainçois	ADVgen	DEGRE=-	ainçoys
.	.	PONfrt	MORPH=empty	.
Or	or4	ADVgen	DEGRE=-	Or
levez	lever	VERcjg	MODE=imp|PERS.=2|NOMB.=p	levez
sus	sus	ADVgen	MORPH=empty	sus
,	,	PONfbl	MORPH=empty	,
car	car	CONcoo	MORPH=empty	car
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
en	en2	PROadv	MORPH=empty	en
voys	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	voys
;	;	PONfbl	MORPH=empty	;
S'	se	CONsub	NOMB.=s	S
allez	aler	VERcjg	MODE=imp|PERS.=2|NOMB.=p|GENRE=m	allez
la	là	ADVgen	DEGRE=-	la
sus	sus	ADVgen	DEGRE=-	sus
en	en1	PRE	MORPH=empty	en
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
chapelle	chapele	NOMcom	NOMB.=s|GENRE=f|CAS=r	chapelle
,	,	PONfbl	MORPH=empty	,
Que	que4	CONsub	GENRE=f	Que
se	se	CONsub	MORPH=empty	se
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=n	ma
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=n	dame
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vous
appelle	apeler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	appelle
Qu'	que2	CONsub	MORPH=empty	Qu
on	on	PROind	NOMB.=s|GENRE=n|CAS=n	on
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vous
truist	trover	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	truist
de	de	PRE	MORPH=empty	de
li	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	li
servir	servir	VERinf	MORPH=empty	servir
preste	prester	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	preste
.	.	PONfrt	MORPH=empty	.
»	»	PONfbl	MORPH=empty	»
La	le	DETdef	NOMB.=s|GENRE=f|CAS=n	La
pucelle	pucele	NOMcom	NOMB.=s|GENRE=f|CAS=r	pucelle
point	poindre	ADVneg	NOMB.=s	point
ne	ne1	ADVneg	MORPH=empty	ne
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
arreste	arester	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	arreste
,	,	PONfbl	MORPH=empty	,
Cui	cui	PROrel	NOMB.=s|GENRE=m|CAS=i	Cui
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=n	son
parrain	parrain	NOMcom	NOMB.=s|GENRE=m|CAS=n	parrain
grant	grant	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	grant
confort	confort	NOMcom	NOMB.=s|GENRE=m|CAS=r	confort
donne	doner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	donne
;	;	PONfbl	MORPH=empty	;
Davant	devant	PRE	MORPH=empty	Davant
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=r	dame
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	s
abandonne	abandoner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	abandonne
,	,	PONfbl	MORPH=empty	,
Que	que4	CONsub	MORPH=empty	Que
l'	le	PROper	NOMB.=s|GENRE=m|CAS=r	l
ayme	ame	VERcjg	MODE=ind|TEMPS=pst|NOMB.=s|GENRE=m|CAS=r	ayme
d'	de	PRE	MORPH=empty	d
amour	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r	amour
pure	pur	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	pure
et	et	CONcoo	MORPH=empty	et
grant	grant	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	grant
Pour	por2	PRE	MORPH=empty	Pour
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
qu'	que4	CONsub	CAS=r	qu
adez	adès	ADVgen	PERS.=2|NOMB.=p|CAS=n	adez
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	la
voit	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	voit
en	en1	PRE	MORPH=empty	en
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
De	de	PRE	MORPH=empty	De
li	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	li
servir	servir	VERinf	MORPH=empty	servir
et	et	CONcoo	MORPH=empty	et
atournee	atorner	VERppe	NOMB.=s|GENRE=f|CAS=r	atournee
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
qu'	que4	CONsub	MORPH=empty	qu
ell	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	ell
'	'	PONfbl	MORPH=empty	'
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
preus	pro	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	preus
,	,	PONfbl	MORPH=empty	,
belle	bel1	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	belle
et	et	CONcoo	MORPH=empty	et
senee	sené2	VERppe	NOMB.=s|GENRE=f|CAS=n	senee
.	.	PONfrt	MORPH=empty	.
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	Li
chapellains	chapelain	NOMcom	NOMB.=s|GENRE=m|CAS=n	chapellains
ainsi	ainsi	ADVgen	DEGRE=-	ainsi
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
en	en2	PROadv	MORPH=empty	en
part	partir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	part
;	;	PONfbl	MORPH=empty	;
S'	si	ADVgen	CAS=r|DEGRE=-	S
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
Galeren	Galeran	NOMpro	NOMB.=s|GENRE=m|CAS=r	Galeren
trait	traire	VERppe	MODE=ind|NOMB.=s|GENRE=m	trait
d'	de	PRE	MORPH=empty	d
une	un	DETndf	NOMB.=s|GENRE=f|CAS=r	une
part	part1	NOMcom	NOMB.=s|GENRE=f|CAS=r	part
Qu'	que4	PROrel	MORPH=empty	Qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
encontre	encontrer	VERcjg	TEMPS=pst|PERS.=3|NOMB.=s	encontre
davant	devant	PRE	MORPH=empty	davant
ses	son4	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r	ses
yeux	ueil	NOMcom	NOMB.=p|GENRE=m|CAS=r	yeux
;	;	PONfbl	MORPH=empty	;
Sur	sor2	PRE	MORPH=empty	Sur
ung	un	DETndf	NOMB.=s|GENRE=m|CAS=r	ung
perron	perron	NOMcom	NOMB.=s|GENRE=m|CAS=r	perron
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
