token	lemma	POS	morph	treated
gens	gent1	NOMcom	NOMB.=p|GENRE=f|CAS=n	gens
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	sont
ja	ja	ADVgen	DEGRE=-	ja
si	si	ADVgen	DEGRE=-	si
loing	loing	ADVgen	DEGRE=-	loing
,	,	PONfbl	MORPH=empty	,
Qui	qui	PROrel	NOMB.=p|GENRE=f|CAS=n	Qui
n'	ne1	ADVneg	MORPH=empty	n
entendent	entendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	entendent
fors	fors1	ADVgen	MORPH=empty	fors
a	a3	PRE	MORPH=empty	a
aler	aler	VERinf	MORPH=empty	aler
.	.	PONfrt	MORPH=empty	.
Ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	Ce
que	que2	CONsub	NOMB.=s|GENRE=n|CAS=r	que
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
quens	conte1	NOMcom	NOMB.=s|GENRE=m|CAS=n	quens
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
voit	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	voit
plorer	plorer	VERinf	MORPH=empty	plorer
,	,	PONfbl	MORPH=empty	,
Li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	Li
atenrie	atendrir	VERcjg	MODE=ind|TEMPS=pst|NOMB.=s	atenrie
moult	mout	ADVgen	DEGRE=-	moult
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
Et	et	CONcoo	MORPH=empty	Et
qu'	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
set	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	set
qu'	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
jeté	jeter	VERppe	NOMB.=s|GENRE=m|CAS=r	jeté
puer	püir	PRE	DEGRE=-	puer
Por	por2	PRE	MORPH=empty	Por
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	lui
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
avoir	avoir	NOMcom	NOMB.=s|GENRE=m|CAS=r	avoir
a	a3	PRE	PERS.=3	a
waspail	vassal	NOMcom	NOMB.=s|GENRE=m|CAS=r	waspail
.	.	PONfrt	MORPH=empty	.
En	en1	PRE	MORPH=empty	En
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
dist	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	dist
:	:	PONfbl	MORPH=empty	:
«	«	PONfbl	MORPH=empty	«
Se	se	CONsub	MORPH=empty	Se
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
fail	falir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	fail
,	,	PONfbl	MORPH=empty	,
Moult	mout	ADVgen	DEGRE=-	Moult
a	a3	VERcjg	MODE=ind|TEMPS=pst|PERS.=3	a
mal	mal1	ADVgen	NOMB.=s	mal
emploié	emploiier	VERppe	NOMB.=s|GENRE=m|CAS=r	emploié
l'	le	DETdef	NOMB.=s|GENRE=f|CAS=r	l
onor	onor	NOMcom	NOMB.=s|GENRE=f|CAS=r	onor
K'	que4	PROrel	CAS=r	K
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
faite	faire	VERppe	NOMB.=s|GENRE=f|CAS=r	faite
,	,	PONfbl	MORPH=empty	,
qu'	que4	CONsub	MORPH=empty	qu
en	en1	PRE	MORPH=empty	en
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
dolor	dolor	NOMcom	NOMB.=s|GENRE=f|CAS=r	dolor
L'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	L
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	ont
mis	metre2	VERppe	NOMB.=s|GENRE=m|CAS=r	mis
si	son4	ADVgen	DEGRE=-	si
serf	serf	NOMcom	NOMB.=s|GENRE=m|CAS=r	serf
par	par	PRE	MORPH=empty	par
lor	lor2	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	lor
outrage	outrage	NOMcom	NOMB.=s|GENRE=m|CAS=r	outrage
.	.	PONfrt	MORPH=empty	.
Ne	ne1	ADVneg	MORPH=empty	Ne
puis	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	puis
faire	faire	VERinf	MORPH=empty	faire
millor	meillor	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=c	millor
voiage	voiage	NOMcom	NOMB.=s|GENRE=m|CAS=r	voiage
Avec	avuec	PRE	MORPH=empty	Avec
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
cors	cors1	NOMcom	NOMB.=s|GENRE=m|CAS=r	cors
n'	ne2	ADVneg	MORPH=empty	n
aveques	avuec	PRE	PERS.=1|DEGRE=-	aveques
m'	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	m
ame	ame	NOMcom	NOMB.=s|GENRE=f|CAS=r	ame
,	,	PONfbl	MORPH=empty	,
Se	se	CONsub	MORPH=empty	Se
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
s'	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
ounor	onor	VERcjg	TEMPS=pst|PERS.=1|NOMB.=s|CAS=r	ounor
et	et	CONcoo	MORPH=empty	et
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
roiame	roiaume	NOMcom	NOMB.=s|GENRE=m|CAS=r	roiame
Li	il	PROper	NOMB.=s|GENRE=m|CAS=i	Li
puis	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	puis
aidier	aidier	VERinf	MORPH=empty	aidier
a	a3	PRE	MORPH=empty	a
reconquerre	reconquerre	VERinf	MORPH=empty	reconquerre
,	,	PONfbl	MORPH=empty	,
L'	le	DETdef	NOMB.=s|GENRE=f|CAS=r	L
onor	onor	NOMcom	NOMB.=s|GENRE=f|CAS=r	onor
qu'	que2	PROrel	NOMB.=s|CAS=r	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
fait'	faire	VERppe	NOMB.=s|GENRE=m|CAS=r	fait
en	en1	PRE	MORPH=empty	en
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r	terre
Li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	Li
doi	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	doi
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
bien	bien1	ADVgen	DEGRE=p	bien
merir	merir	VERinf	MORPH=empty	merir
et	et	CONcoo	MORPH=empty	et
rendre	rendre	VERinf	MORPH=empty	rendre
.	.	PONfrt	MORPH=empty	.
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	Je
n'	ne1	ADVneg	MORPH=empty	n
i	i2	PROadv	MORPH=empty	i
doi	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	doi
pas	pas	ADVneg	MORPH=empty	pas
targier	targier2	VERinf	MORPH=empty	targier
n'	ne2	CONcoo	MORPH=empty	n
atendre	atendre	VERinf	MORPH=empty	atendre
Puis	puis	ADVgen	DEGRE=-	Puis
que	que4	CONsub	MORPH=empty	que
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
voi	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	voi
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
grant	grant	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	grant
besoing	besoing	NOMcom	NOMB.=s|GENRE=m|CAS=r	besoing
.	.	PONfrt	MORPH=empty	.
Se	se	CONsub	MORPH=empty	Se
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
en	en2	PROadv	MORPH=empty	en
vois	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	vois
et	et	CONcoo	MORPH=empty	et
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
esloing	esloignier	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	esloing
,	,	PONfbl	MORPH=empty	,
Trop	trop	ADVgen	DEGRE=-	Trop
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
targera	targier2	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	targera
mes	mon1	DETpos	PERS.=1|NOMB.=p|GENRE=f|CAS=n	mes
afaires	afaire2	NOMcom	NOMB.=s|GENRE=f|CAS=n	afaires
.	.	PONfrt	MORPH=empty	.
Por	por2	PRE	MORPH=empty	Por
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
qu'	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
si	si	ADVgen	DEGRE=-	si
debonaires	debonaire	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	debonaires
,	,	PONfbl	MORPH=empty	,
L'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	L
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	ont
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n	li
mal	mal1	ADJqua	NOMB.=p|GENRE=m|CAS=n	mal
serf	servir	NOMcom	NOMB.=p|GENRE=m|CAS=n	serf
si	si	ADVgen	DEGRE=-	si
mal	mal1	ADVgen	GENRE=m|DEGRE=p	mal
bailli	baillir	VERppe	NOMB.=s|GENRE=m|CAS=r	bailli
.	.	PONfrt	MORPH=empty	.
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	Je
remanrai	remanoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	remanrai
aveques	avuec	PRE	MORPH=empty	aveques
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	lui
.I.	1	DETcar	NOMB.=s|GENRE=m|CAS=r	.I.
an	an	NOMcom	NOMB.=s|GENRE=m|CAS=r	an
ou	o3	CONcoo	NOMB.=s|GENRE=m	ou
.	.	PONfrt	MORPH=empty	.
ij	je	INJ	PERS.=1|NOMB.=p|CAS=n|DEGRE=-	ij
.	.	PONfrt	MORPH=empty	.
ou	o3	CONcoo	MORPH=empty	ou
espoir	espoir2	ADVgen	NOMB.=s	espoir
plus	plus	ADVgen	DEGRE=-	plus
,	,	PONfbl	MORPH=empty	,
Ançois	ainçois	ADVgen	DEGRE=-	Ançois
qu'	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
n'	ne1	ADVneg	MORPH=empty	n
en	en2	PROadv	MORPH=empty	en
viegne	venir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	viegne
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
desus	desus	ADVgen	GENRE=m|CAS=r|DEGRE=-	desus
De	de	PRE	MORPH=empty	De
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
honte	honte	NOMcom	NOMB.=s|GENRE=f|CAS=r	honte
et	et	CONcoo	MORPH=empty	et
del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	del
tort	tort2	NOMcom	NOMB.=s|GENRE=m|CAS=r	tort
fait	faire	VERcjg	TEMPS=pst|PERS.=3|NOMB.=s|GENRE=m|CAS=r	fait
Que	que4	CONsub	MORPH=empty	Que
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n	li
malvais	mauvais	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	malvais
serf	serf	NOMcom	NOMB.=p|GENRE=m|CAS=n	serf
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	ont
fait	faire	VERppe	NOMB.=s|GENRE=m|CAS=r	fait
.	.	PONfrt	MORPH=empty	.
»	»	PONfbl	MORPH=empty	»
Tot	tot	DETind	NOMB.=s|GENRE=m|CAS=r	Tot
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n	ce
pense	penser	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	pense
,	,	PONfbl	MORPH=empty	,
mais	mais1	ADVgen	DEGRE=-	mais
mot	mot	NOMcom	NOMB.=s|GENRE=m|CAS=r	mot
ne	ne1	ADVneg	MORPH=empty	ne
sone	soner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s|CAS=n	sone
Et	et	CONcoo	MORPH=empty	Et
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=n	l
empereres	emperëor	NOMcom	NOMB.=s|GENRE=m|CAS=n	empereres
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
arraisone	araisnier	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	arraisone
,	,	PONfbl	MORPH=empty	,
Se	se	CONsub	MORPH=empty	Se
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	li
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s|GENRE=m	dit
:	:	PONfbl	MORPH=empty	:
«	«	PONfbl	MORPH=empty	«
Bons	bon	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	Bons
quens	conte1	NOMcom	NOMB.=s|GENRE=m|CAS=n	quens
,	,	PONfbl	MORPH=empty	,
porroit	pöoir	VERcjg	MODE=con|PERS.=3|NOMB.=s	porroit
estre	estre1	VERinf	MORPH=empty	estre
Que	que4	CONsub	MORPH=empty	Que
remansissiés	remanoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=2|NOMB.=p	remansissiés
sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n	sire
et	et	CONcoo	MORPH=empty	et
mestre	maistre	NOMcom	NOMB.=s|GENRE=m|CAS=r	mestre
Et	et	CONcoo	MORPH=empty	Et
de	de	PRE	MORPH=empty	de
ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	ma
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r	terre
et	et	CONcoo	MORPH=empty	et
de	de	PRE	MORPH=empty	de
m'	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=r	m
onor	onor	NOMcom	NOMB.=s|GENRE=f|CAS=r	onor
.	.	PONfrt	MORPH=empty	.
»	»	PONfbl	MORPH=empty	»
-	-	PONfbl	MORPH=empty	-
«	«	PONfbl	MORPH=empty	«
Sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n	Sire
,	,	PONfbl	MORPH=empty	,
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fait
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
,	,	PONfbl	MORPH=empty	,
por	por2	PRE	MORPH=empty	por
vostre	vostre	DETpos	PERS.=2|NOMB.=s|GENRE=f|CAS=r	vostre
amor	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r	amor
Remanrai	remanoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	Remanrai
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
en	en1	PRE	MORPH=empty	en
vo	vostre	DETpos	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vo
servise	servise	NOMcom	NOMB.=s|GENRE=m|CAS=r	servise
;	;	PONfbl	MORPH=empty	;
Et	et	CONcoo	MORPH=empty	Et
sachiés	savoir	VERcjg	MODE=imp|PERS.=2|NOMB.=p	sachiés
qu'	que4	CONsub	MORPH=empty	qu
en	en1	PRE	MORPH=empty	en
tele	tel	PROind	NOMB.=s|GENRE=f|CAS=r	tele
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	l
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	ai
prise	prendre	VERppe	NOMB.=s|GENRE=f|CAS=r	prise
Que	que4	CONsub	MORPH=empty	Que
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
jamais	ja+mais1	ADVgen	DEGRE=-	jamais
n'	ne1	ADVneg	MORPH=empty	n
irai	aler	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	irai
en	en1	PRE	MORPH=empty	en
France	France	NOMpro	NOMB.=s|GENRE=f|CAS=r	France
Dusque	dusque	PRE	MORPH=empty	Dusque
j'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	j
aie	avoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s	aie
aidié	aidier	VERppe	NOMB.=s|GENRE=m|CAS=r	aidié
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
venjance	venjance	NOMcom	NOMB.=s|GENRE=f|CAS=r	venjance
A	a3	PRE	MORPH=empty	A
prendre	prendre	VERinf	MORPH=empty	prendre
des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r	des
sers	serf	NOMcom	NOMB.=p|GENRE=m|CAS=r	sers
traïtors	träitor	NOMcom	NOMB.=p|GENRE=m|CAS=r	traïtors
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
que	que4	CONsub	MORPH=empty	que
lor	lor2	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=n	lor
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=n	terre
et	et	CONcoo	MORPH=empty	et
lor	lor2	DETpos	PERS.=3|NOMB.=p|GENRE=f|CAS=n	lor
honors	onor	NOMcom	NOMB.=p|GENRE=f|CAS=n	honors
Resera	restre	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	Resera
tote	tot	DETind	NOMB.=s|GENRE=f|CAS=n	tote
en	en1	PRE	MORPH=empty	en
vo	vostre	DETpos	PERS.=2|NOMB.=s|GENRE=m|CAS=r	vo
demaine	demaine2	NOMcom	NOMB.=s|GENRE=m|CAS=r	demaine
.	.	PONfrt	MORPH=empty	.
»	»	PONfbl	MORPH=empty	»
L'	le	DETdef	NOMB.=s|GENRE=m|CAS=n	L
emperere	emperëor	NOMcom	NOMB.=s|GENRE=m|CAS=n	emperere
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
joie	joie	NOMcom	NOMB.=s|GENRE=f|CAS=r	joie
maine	mener	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	maine
Quant	cant1	CONsub	MORPH=empty	Quant
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
ot	öir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
riche	riche	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	riche
parole	parole	NOMcom	NOMB.=s|GENRE=f|CAS=r	parole
;	;	PONfbl	MORPH=empty	;
Par	par	PRE	MORPH=empty	Par
amors	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r	amors
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
baise	baisier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	baise
et	et	CONcoo	MORPH=empty	et
acole	acoler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	acole
Et	et	CONcoo	MORPH=empty	Et
si	si	ADVgen	DEGRE=-	si
pense	penser	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	pense
que	que4	CONsub	MORPH=empty	que
buer	buer	ADVgen	GENRE=m|DEGRE=p	buer
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
dit	dire	VERppe	NOMB.=s|GENRE=m|CAS=r	dit
.	.	PONfrt	MORPH=empty	.
Onques	onque	ADVgen	DEGRE=-	Onques
n'	ne1	ADVneg	MORPH=empty	n
i	i2	PROadv	MORPH=empty	i
quist	querre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	quist
point	point	ADVneg	MORPH=empty	point
de	de	PRE	MORPH=empty	de
respit	respit	NOMcom	NOMB.=s|GENRE=m|CAS=r	respit
,	,	PONfbl	MORPH=empty	,
N'	ne2	CONcoo	MORPH=empty	N
onques	onque	ADVgen	DEGRE=-	onques
d'	de	PRE	MORPH=empty	d
iluec	iluec	ADVgen	DEGRE=-	iluec
ne	ne1	ADVneg	MORPH=empty	ne
se	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	se
remurent	remüer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p	remurent
.	.	PONfrt	MORPH=empty	.
Voiant	vëoir	VERppa	NOMB.=s|GENRE=m|CAS=r	Voiant
tos	tot	DETind	NOMB.=p|GENRE=m|CAS=r	tos
ciaus	cel	PROdem	NOMB.=p|GENRE=m|CAS=r	ciaus
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n	qui
o	o4	PRE	MORPH=empty	o
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	lui
furent	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p	furent
,	,	PONfbl	MORPH=empty	,
En	en2	PROadv	MORPH=empty	En
fist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fist
de	de	PRE	MORPH=empty	de
s'	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	s
onor	onor	NOMcom	NOMB.=s|GENRE=f|CAS=r	onor
connestable	conestable	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	connestable
.	.	PONfrt	MORPH=empty	.
Ceste	cest	DETdem	NOMB.=s|GENRE=f|CAS=n	Ceste
chose	chose	NOMcom	NOMB.=s|GENRE=f|CAS=n	chose
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
veritable	veritable	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	veritable
,	,	PONfbl	MORPH=empty	,
Cele	cel	DETdem	NOMB.=s|GENRE=f|CAS=n	Cele
amors	amor	NOMcom	NOMB.=s|GENRE=f|CAS=n	amors
et	et	CONcoo	MORPH=empty	et
cele	cel	DETdem	NOMB.=s|GENRE=f|CAS=n	cele
aliance	alïance	NOMcom	NOMB.=s|GENRE=f|CAS=n	aliance
.	.	PONfrt	MORPH=empty	.
Outre	outre1	PRE	MORPH=empty	Outre
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	les
mons	mont	NOMcom	NOMB.=p|GENRE=m|CAS=r	mons
envoie	envoiier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	envoie
en	en1	PRE	MORPH=empty	en
France	France	NOMpro	NOMB.=s|GENRE=f|CAS=r	France
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	Li
quens	conte1	NOMcom	NOMB.=s|GENRE=m|CAS=n	quens
les	le	DETdef	NOMB.=p|GENRE=m|CAS=n	les
bons	bon	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p	bons
chevaliers	chevalier	NOMcom	NOMB.=p|GENRE=m|CAS=n	chevaliers
querre	querre	VERinf	MORPH=empty	querre
;	;	PONfbl	MORPH=empty	;
Ne	ne1	ADVneg	MORPH=empty	Ne
veut	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	veut
pas	pas	ADVneg	MORPH=empty	pas
maintenir	maintenir	VERinf	MORPH=empty	maintenir
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
guerre	guerre	NOMcom	NOMB.=s|GENRE=f|CAS=r	guerre
Par	par	PRE	MORPH=empty	Par
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	les
vilains	vilain	NOMcom	NOMB.=p|GENRE=m|CAS=r	vilains
ne	ne2	CONcoo	MORPH=empty	ne
par	par	PRE	MORPH=empty	par
communes	comun	NOMcom	NOMB.=p|GENRE=f|CAS=r|DEGRE=p	communes
.	.	PONfrt	MORPH=empty	.
Totes	tot	DETind	NOMB.=p|GENRE=f|CAS=r	Totes
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r	les
choses	chose	NOMcom	NOMB.=p|GENRE=f|CAS=r	choses
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fait
communes	comun	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=p	communes
As	a3+le	PRE.DETdef	NOMB.=p|GENRE=f|CAS=r	As
plus	plus	ADVgen	DEGRE=-	plus
haut	haut	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	haut
princes	prince	NOMcom	NOMB.=p|GENRE=m|CAS=r	princes
du	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	du
païs	päis	NOMcom	NOMB.=s|GENRE=m|CAS=r	païs
:	:	PONfbl	MORPH=empty	:
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	Il
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	les
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fait
si	si	ADVgen	DEGRE=-	si
tos	tot	DETind	NOMB.=p|GENRE=m|CAS=r	tos
ses	son4	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r	ses
amis	ami	NOMcom	NOMB.=p|GENRE=m|CAS=r	amis
,	,	PONfbl	MORPH=empty	,
Que	que4	CONsub	MORPH=empty	Que
par	par	PRE	MORPH=empty	par
biaus	bel1	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p	biaus
dons	don	NOMcom	NOMB.=p|GENRE=m|CAS=r	dons
que	que4	CONsub	MORPH=empty	que
par	par	PRE	MORPH=empty	par
franchise	franchise	NOMcom	NOMB.=s|GENRE=f|CAS=r	franchise
,	,	PONfbl	MORPH=empty	,
Que	que4	CONsub	MORPH=empty	Que
chascuns	chascun	PROind	NOMB.=s|GENRE=m|CAS=n	chascuns
iert	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	iert
a	a3	PRE	MORPH=empty	a
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
